,men_0-0.001,women_0-0.001,men_0.001-0.01,women_0.001-0.01,men_0.01-0.1,women_0.01-0.1,men_0.1-1,women_0.1-1,years
0,0.9680222217557706,0.96,0.025524513199415066,0.04,0.006453265044814341,0.0,0.0,0.0,1953
1,0.9681279859017252,0.9418181818181818,0.025418749053460542,0.05818181818181818,0.006453265044814341,0.0,0.0,0.0,1954
2,0.9622549700287093,0.9418181818181818,0.024942558577270065,0.05818181818181818,0.01280247139402069,0.0,0.0,0.0,1955
3,0.9518068266228195,0.9484848484848485,0.030576361394171477,0.018181818181818177,0.014799910574558461,0.03333333333333333,0.0028169014084507044,0.0,1956
4,0.947347952163945,0.8984848484848484,0.02984043065824074,0.051515151515151514,0.01999471576936366,0.03333333333333333,0.0028169014084507044,0.016666666666666666,1957
5,0.9457986563892972,0.8984848484848484,0.028206627841339333,0.051515151515151514,0.023177814360912954,0.03333333333333333,0.0028169014084507044,0.016666666666666666,1958
6,0.9257196570476249,0.9033333333333333,0.031959096570766586,0.03333333333333333,0.03746352864662724,0.04666666666666667,0.004857717734981316,0.016666666666666666,1959
7,0.9315926729206409,0.9033333333333333,0.028435287046957063,0.03333333333333333,0.03511432229742089,0.04666666666666667,0.004857717734981316,0.016666666666666666,1960
8,0.9299909054530906,0.9366666666666668,0.03456619011240859,0.03333333333333333,0.03340208810797047,0.013333333333333336,0.002040816326530612,0.016666666666666666,1961
9,0.9112525010004004,0.9866666666666667,0.04217286914765906,0.0,0.04045218087234894,0.013333333333333336,0.006122448979591836,0.0,1962
10,0.8967241991136079,0.9866666666666667,0.05326720877030057,0.0,0.04011255823083951,0.013333333333333336,0.009896033885252214,0.0,1963
11,0.9150073886780936,0.9400000000000001,0.045124982807750603,0.06,0.029950555285331408,2.7755575615628915e-18,0.009917073228824696,0.0,1964
12,0.9004790867913011,0.9066666666666666,0.05799290733605249,0.06,0.031610932643821976,0.03333333333333334,0.009917073228824696,0.0,1965
13,0.8883392743445832,0.89,0.058402114497177804,0.06,0.041602407494631864,0.05,0.011656203663607303,0.0,1966
14,0.8812821003299393,0.89,0.06346520843704383,0.06,0.04462468510796728,0.05,0.010628006125049896,0.0,1967
15,0.8789196459142106,0.89,0.061816246965662826,0.06,0.04904834136292209,0.05,0.010215765757204644,0.0,1968
16,0.8485463789394505,0.9055555555555556,0.072168184399008,0.0,0.05733842312616418,0.08333333333333333,0.021947013535377414,0.01111111111111111,1969
17,0.8333800243376933,0.9122222222222222,0.071620870557729,0.013333333333333332,0.0654185037829408,0.06333333333333332,0.029580601321636958,0.01111111111111111,1970
18,0.8184710685591723,0.8755555555555554,0.07654097460826785,0.04,0.06859947739869701,0.07333333333333333,0.0363884794338629,0.01111111111111111,1971
19,0.8127145925236322,0.7846464646464646,0.08422461870787992,0.07636363636363637,0.05988967887535825,0.12787878787878787,0.04317110989312957,0.01111111111111111,1972
20,0.8004749140435443,0.7546464646464646,0.08672126954212667,0.09636363636363636,0.059950572798144766,0.12787878787878787,0.05285324361618401,0.021111111111111112,1973
21,0.808326372929486,0.739090909090909,0.08829349042469237,0.13636363636363638,0.05872559088350767,0.10787878787878788,0.044654545762313744,0.01666666666666667,1974
22,0.8072566982078445,0.7483662714097495,0.09672447209435736,0.12303030303030305,0.05645010102110674,0.11193675889328066,0.03956872867669114,0.01666666666666667,1975
23,0.8021044169992253,0.7704496047430828,0.10075721556372055,0.10886363636363638,0.05907439378624457,0.097770092226614,0.03806397365080936,0.02291666666666667,1976
24,0.8113281973665964,0.8313586956521736,0.09587868504821591,0.07250000000000002,0.060950751676823275,0.06322463768115945,0.031842365908364166,0.03291666666666667,1977
25,0.8135159569899695,0.8363586956521736,0.09904493631748572,0.06916666666666668,0.06227079229345763,0.07155797101449278,0.025168314399086955,0.022916666666666672,1978
26,0.8080435770209453,0.8342897301349324,0.10921999615697511,0.05675287356321841,0.05913567237981423,0.07891429285357324,0.023600754442265254,0.030043103448275866,1979
27,0.814275534130417,0.7705999534016773,0.09973459085064693,0.07837449518484003,0.05486494883126454,0.08855001553277418,0.031124926187671476,0.0624755358807083,1980
28,0.8235421684189065,0.7740721756238995,0.10343541649416321,0.0825411618515067,0.04480181138590271,0.08160557108832975,0.02822060370102747,0.061781091436263855,1981
29,0.8236626503466173,0.7724932282554785,0.10202979400420338,0.10359379343045405,0.04636807644614367,0.06686872898306659,0.0279394792030355,0.057044249331000704,1982
30,0.829355325505853,0.7574932282554785,0.09229651374942631,0.0949271267637874,0.05209060829327743,0.09053539564973326,0.026257552451443143,0.057044249331000704,1983
31,0.840596936244108,0.7662288604393865,0.08063543992392296,0.10289647542279123,0.05403691701810964,0.08762351825509725,0.024730706813859256,0.04325114588272484,1984
32,0.8408435960591131,0.8195321637426899,0.07908353858784896,0.08127485380116961,0.061128386699507375,0.0772631578947369,0.018944478653530376,0.02192982456140352,1985
33,0.8566794755877034,0.8073099415204676,0.06691418022905367,0.09571929824561407,0.05780232820976491,0.08059649122807022,0.018604015973478,0.016374269005847965,1986
34,0.848381603247278,0.8010510510510509,0.07577942845600402,0.09628828828828831,0.052057647358701074,0.0861441441441442,0.02378132093801701,0.01651651651651653,1987
35,0.8537056773213519,0.8099399399399397,0.07875010746834969,0.10606606606606608,0.04474669056857762,0.06747747747747752,0.02279752464172071,0.01651651651651653,1988
36,0.8348347095794164,0.8311304161304159,0.09334688166189808,0.08836765336765337,0.045069271213738916,0.060413985413985447,0.026749137544946518,0.020087945087945102,1989
37,0.8252494561231952,0.7864944008047454,0.09827775723793496,0.12285041198834304,0.05013839563770206,0.08167835323007741,0.02633439100116771,0.008976833976833992,1990
38,0.8251771233926346,0.7495713238816686,0.09561952938983369,0.134816223954155,0.050952138856508566,0.10355869511041929,0.02825120836102305,0.01205375705375707,1991
39,0.8341043663624308,0.7488126704914362,0.08687083127943347,0.1307384619816562,0.057885630896383586,0.10327420008908217,0.02113917146175211,0.017174667437825347,1992
40,0.8185002376435481,0.7181055997843655,0.09419728341462877,0.1493243205675148,0.06440253030945786,0.11175904857393067,0.022899948632365347,0.020811031074188985,1993
41,0.8285683884840752,0.7043468175829602,0.08681881908023532,0.1511393088579129,0.06393910459387403,0.12071689400718592,0.020673687841815596,0.023796979551940746,1994
42,0.8343441181307727,0.7234272773530751,0.08363397525023021,0.14665655023722327,0.060457281757212475,0.10278585952442731,0.021564624861784877,0.027130312885274076,1995
43,0.821674945198442,0.7577971627867904,0.0986339752502302,0.11634558460710868,0.0625249509301448,0.10180386279774974,0.01716612862118337,0.024053389808351,1996
44,0.8278748428617542,0.7701641458181394,0.09282636822311098,0.11191647905634654,0.059872725107187275,0.10111361258204657,0.019426063807947827,0.016805762543467478,1997
45,0.8428562249401912,0.7686489943029879,0.08377370610211868,0.10221950935937682,0.05409875151078514,0.09596209743053143,0.019271317446905224,0.03316939890710384,1998
46,0.8298848482932126,0.7414737105703271,0.08824894463006053,0.10947045513491276,0.06520733851669155,0.1070591970522212,0.016658868560035615,0.041996637242538895,1999
47,0.8143718389657704,0.742426091522708,0.09965460655118637,0.09375616942062703,0.0699528793447066,0.10610681609984025,0.01602067513833704,0.05771092295682462,2000
48,0.8016838690409582,0.7085086947767756,0.09786889226547209,0.1221666825620538,0.08395663874320285,0.10573134676316942,0.016490599950367113,0.0635932758980011,2001
49,0.7794937760060072,0.6700323206205556,0.10957369488050854,0.13846369316957552,0.09191489873817395,0.11942469295410482,0.019017630375310537,0.07207929325576387,2002
50,0.7555570116791749,0.6682493748841216,0.12419694430056183,0.14435516603779258,0.10071290543978062,0.12136267745022884,0.019533138580482803,0.06603278162785689,2003
51,0.7510491539455108,0.6647305532801936,0.13077262668269582,0.16424059975301356,0.09854858230771554,0.12038068072355126,0.01962963706407806,0.0506481662432415,2004
52,0.7730784539997702,0.6758416643913048,0.11243296309072623,0.16582790134031514,0.09597513838863951,0.12038068072355126,0.018513444520864356,0.0379497535448288,2005
53,0.7895170387794765,0.7078678081821544,0.10791026616148724,0.14052444662509572,0.08210664706687716,0.10684193189068478,0.020466047992159418,0.04476581330206503,2006
54,0.7824188471283019,0.7190525637745322,0.11309870624936962,0.12801409036991757,0.0852839328535934,0.10866463280203523,0.01919851376873538,0.044268713053514895,2007
55,0.8014993253438198,0.7184154181867654,0.09942623573665198,0.12285321110900646,0.08239538274527278,0.11471751588581988,0.016679056174255722,0.04401385481840817,2008
56,0.8076685946709838,0.7264397342961878,0.09121339594486481,0.11604470047070858,0.08013331732531262,0.10778742470040956,0.020984692058838975,0.049728140532693886,2009
